,time.sampled,elapsed.time.hrs,std.ref
stn3-d2-bulk-chon-x-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-chon-x-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-chon-x-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-chon-x-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-chon-x-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-chon-x-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-fuc-1-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-fuc-2-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-fuc-3-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-fuc-x-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-lam-1-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-lam-2-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-lam-3-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-lam-x-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-pul-1-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-pul-2-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-pul-3-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-pul-x-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-xyl-1-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-xyl-2-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-xyl-3-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t0,4/28/15 11:15,0,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t1,4/30/15 10:39,47.4,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t2,5/3/15 9:40,118.4166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t3,5/8/15 11:37,240.3666667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t4,5/14/15 16:10,388.9166667,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t5,5/28/15 13:57,722.7,stdbins-gpc3-072715
stn3-d2-bulk-xyl-x-t6,7/7/15 11:19,1680.066667,stdbins-gpc3-072715
stn4-d1-bulk-ara-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-ara-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-chon-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-fuc-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-lam-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-pul-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-2-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-3-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t0,4/28/15 18:21,0,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t1,4/30/15 11:01,40.66666667,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t2,5/3/15 9:38,111.2833333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t3,5/8/15 12:03,233.7,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t4,5/14/15 15:35,381.2333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d1-bulk-xyl-x-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t0,4/28/15 15:23,0,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t1,4/30/15 11:14,43.85,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t2,5/3/15 9:30,114.1166667,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t3,5/8/15 12:03,236.6666667,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t4,5/14/15 16:08,384.75,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t5,5/28/15 13:29,715.1333333,stdbins-gpc2-071515
stn4-d2-bulk-ara-1-t6,7/7/15 11:34,1673.216667,stdbins-gpc2-071515
stn4-d2-bulk-ara-2-t0,4/28/15 15:23,0,stdbins-gpc2-071515
